Soil_Moisture,Sunlight_Hours,Soil_pH,Ambient_Temperature,Fertilizer_Level,Plant_Type,Plant_Age,Plant_Height,Pesticide_Level,Air_Quality,Watering_Frequency,Days_Since_Last_Treatment,Plant_Health_Status
52.92881023563949,2.311577591773818,4.755278749365074,24.370716032552128,46.337959362995306,2,25,95.10224497213042,13.665930471310022,9.816439113387846,1,29,0
62.91136198234517,5.305338282375001,3.699276828847359,10.190007551168907,35.5713743466119,1,25,38.430746261765734,7.459306780534107,1.0106796195707268,4,7,0
56.16580256429863,5.305339618560392,5.018660418932968,28.210874431327877,12.322256154313221,5,10,20.332484369246135,0.8183540527326449,6.165715644664829,4,27,0
52.692990979813814,5.943107536217462,3.7220440518223517,24.244173461063713,22.939881942014928,2,14,111.9666429793749,9.790885115629457,4.360190278462768,3,15,1
45.41928796033429,4.160941270422412,8.617843500986066,24.058741783739826,17.994178855808272,7,6,75.46098345521317,9.360759867274664,5.250466425954044,4,25,0
58.753646783999365,3.294507416995822,5.3058783170559325,18.201414930947344,18.241835520196847,1,31,69.86367828024717,11.81670946289845,1.1529672708492225,4,14,0
46.25523267576155,5.636619307782478,5.707096198394437,11.808665491182731,17.81402463643994,1,18,39.736504239672726,22.18001511671211,5.989363827271394,1,27,0
73.50638004692479,4.543684092889411,3.497967738217091,11.215325190396065,4.198274973572957,4,3,45.651620820024505,15.254610098372384,3.65059181019811,5,5,0
77.81976563006177,4.98245776794379,7.633838705027005,29.10217187590767,16.297613390191007,6,17,108.89255830491506,27.422280564603277,2.891290960351716,4,7,1
43.00649112954666,3.879027627694139,6.166957784386233,21.19225555150733,19.341323026826863,6,18,67.40572343917378,11.801844175633606,3.0281103174238693,6,7,0
67.50350228495988,4.388469173303031,5.10878606712157,18.563786673893034,39.7598873300409,5,6,79.54470590245957,12.794851092668901,5.251971025826239,4,22,1
51.73369518517427,5.087325038945689,7.082454179281823,14.497277974086384,25.802951881736846,3,3,142.84293942200034,20.587155712033947,5.240542652296944,5,22,0
54.08267366563594,7.310899179389822,5.845779968891435,15.745831156700431,32.71080762386399,1,44,136.93709623206757,24.954095939482848,9.928199101269437,6,29,0
75.53579829755967,7.169500676076584,7.423997458866381,25.89694384074874,40.560984197428965,1,12,127.04126634666434,1.951790222776596,8.735869910087276,2,10,1
24.262163491873217,9.39390016712053,4.3179218422378725,11.986512042352897,38.87186532118715,5,26,81.3153379163371,18.79017057667958,9.471198062677352,2,27,0
25.22775798209244,9.935890805698467,8.501605371770193,34.53328963106263,30.211739345887388,1,5,60.22482541024796,17.235939148528765,2.6735378981154403,1,11,1
21.213103846419543,9.868574291196929,8.996866097440085,34.15231677115244,22.487217872417915,5,5,145.49147138809937,15.9190909702322,4.762643073431697,4,25,1
69.95719073287628,9.447492955324385,4.142874034429739,20.892387930006144,29.144394669565205,2,5,59.60463947363725,20.933794719686688,4.570873052035927,5,3,0
66.68940505699103,6.716961899467729,8.029516650748207,18.975816241500972,30.542292567840377,5,18,65.70653587725104,12.540029019969989,6.959021186781889,3,19,0
72.20072889480915,3.066188363773332,8.546875779342093,14.089459757809095,16.25549237521196,7,5,59.96011665989848,0.8466751206611156,5.932511131784743,4,18,0
78.71710053396583,3.6261889679109816,8.466500075329318,13.74757001355375,3.7188290620494833,1,35,74.6670502458415,19.67757890931952,3.8237605771240935,6,3,1
67.94951385300342,9.826939556421578,5.803678953933194,19.731055051845615,9.8374123049411,6,36,43.64523635127455,2.909694772015862,9.130313409844744,2,25,1
47.68876173517591,4.627680950053002,5.66293336206818,10.93368193887441,7.233366097665361,8,24,128.33708516958842,20.69192516301785,7.131586931821576,2,28,0
66.83175057718734,4.724607533801064,5.206050654249246,32.07668445112089,41.77747569597792,6,17,135.2841328550855,18.15618715561058,2.5334608395778653,3,17,0
27.096465552135992,6.232794222374654,7.1236882715599865,16.739517254272698,28.959646160209324,2,29,125.70978315950245,7.65937066018623,7.789415112526415,1,27,0
58.39526127965143,2.0243580503446097,6.37019248065062,32.78895676916824,2.9542299227316047,6,49,145.0082594506789,7.738086669460006,6.078120506036867,6,1,1
28.601197244542785,6.419749750538328,5.568391832190094,16.318488570112926,36.79201445216761,9,50,149.17814611476092,23.953579947361227,6.909993150226346,3,26,0
76.68013502297504,3.194373950340742,3.929090387034621,23.13927428604132,26.662713104746967,3,36,51.55796625855739,7.721676279988072,9.558180427296453,4,8,1
51.3108993050043,5.557028460821259,7.593825327099825,28.957908796815175,4.725546012686799,9,24,27.17760502118085,10.319271680828777,7.862560103454736,4,7,0
44.879716399431416,2.689894446637374,7.824158805167866,15.710038060535219,47.37887058969569,8,29,92.25919961894384,29.04149015625431,1.0069569754228929,2,28,1
35.873336726277614,3.4926928575897414,8.892675768562135,27.98782698748044,5.51533113211371,6,30,17.606076774213932,22.211258723420247,7.725510007841569,4,29,0
66.454021366053,5.012322477797518,7.118693385408651,27.994392641342273,24.675329071726175,7,43,65.69721904514158,27.97436215709419,8.559606202833175,4,18,0
47.36901993299291,6.200836774338476,6.41782076692706,32.30298936439757,36.547045725012396,3,3,99.78068918617541,15.578919022638996,1.8620072149607316,2,2,0
54.10603693211891,7.036037594040663,3.3365873248488818,26.335638213955633,4.165307100504939,8,45,77.74502251581839,15.685739392373089,2.6837344181641787,1,15,1
21.127388026181308,9.737301027037589,4.7580822300504355,17.169923124906298,19.657329025094946,7,30,38.3674928299803,23.722334469811127,6.728381385042212,1,24,1
57.05812982455262,2.844414913032308,4.562916830051219,25.976949527576092,44.794633774543755,4,45,38.52753997737969,21.903635122698674,4.15567703366137,6,11,1
56.72574336334529,2.857921975063749,7.718564702875944,13.236069834173122,16.981104817469827,4,1,84.76808041408145,17.315760371985725,3.3542629333766083,2,26,1
57.01603981248542,2.016066560744977,6.901905045551166,13.561523967217017,37.379006629739564,6,31,34.97585534323052,15.101807550037229,4.900876738669585,2,0,0
76.62488471087745,4.227557128245296,3.3451354821599955,25.635642334362167,44.97937448270298,7,46,21.89951963334945,25.201313122790857,1.4422072278402807,3,4,0
60.909217946209004,8.414936246669969,3.3725992252651142,14.482278559902795,43.84963192461681,6,11,67.75816971972324,9.278386643392384,2.0968443240090293,3,1,0
41.570474034427164,7.346327009563489,7.607055532768719,11.72161160538755,9.015558288451365,7,10,46.920039263287805,29.00636363544237,6.623764748621074,5,29,1
46.22191722796049,8.54731181337981,3.5086452254276903,23.534965130720575,38.236128306700415,3,36,66.43011927855302,5.265854925414115,7.938742836883436,3,19,1
61.85787175563589,9.877472229265345,7.56323740556663,18.307126494639107,10.912750517861808,4,13,112.87755235666664,0.9295141730364687,6.3006581871013,5,29,0
23.61352829775619,9.43449545960948,8.021201866978355,26.278280278233396,20.406118765945646,4,37,19.008501795274633,1.2792971567820866,3.7858831109221964,4,14,0
60.00600292674006,7.587203739605345,3.72030024576645,10.032051629765368,4.9225856494444775,2,36,67.89287023890515,18.95487628000408,8.687265009219294,5,1,1
